Date (UTC+2:00),Token,Type,Price (CZK),Amount,Total value (CZK),Fee,Fee Currency,Notes
2025-07-21 10:58:00,BNB,sell,1018574,0.034826,35650,0,CZK,Automatický trade
2025-07-21 14:59:00,MATIC,buy,128775,0.025223,-3248,0,CZK,Volatilita trhu
2025-07-21 10:00:00,TRX,buy,531404,0.073895,-39268,0,CZK,Ztráta
2025-07-21 10:19:00,BNB,sell,1426062,0.08844,126150,0,CZK,Volatilita trhu
2025-07-22 10:38:00,DOT,sell,1058886,0.027866,29649,0,CZK,Stabilní růst
2025-07-22 14:05:00,ATOM,buy,865286,0.07393,-63971,0,CZK,Automatický trade
2025-07-22 20:47:00,DOT,sell,967603,0.082491,79645,0,CZK,Stabilní růst
2025-07-22 21:38:00,MATIC,sell,327123,0.084536,27610,0,CZK,Korekce trhu
2025-07-23 20:45:00,AVAX,sell,22627,0.08877,2197,0,CZK,Stabilní růst
2025-07-23 15:03:00,DOGE,buy,804458,0.063082,-50747,0,CZK,Zisk
2025-07-24 17:57:00,BTC,sell,1344204,0.024915,33828,0,CZK,Automatický trade
2025-07-25 11:56:00,ETH,sell,1494849,0.021756,32804,0,CZK,Korekce trhu
2025-07-26 16:01:00,ATOM,buy,613573,0.082056,-50347,0,CZK,Zisk
2025-07-26 21:57:00,XRP,sell,1402426,0.045386,63760,0,CZK,Ztráta
2025-07-27 20:30:00,LTC,buy,835778,0.034711,-29011,0,CZK,Korekce trhu
2025-07-27 08:12:00,LINK,buy,1429937,0.026243,-37526,0,CZK,Zisk
2025-07-27 16:06:00,SOL,buy,543647,0.089516,-48665,0,CZK,Stabilní růst
2025-07-27 17:23:00,BTC,buy,796056,0.0123,-9791,0,CZK,Volatilita trhu
2025-07-27 12:43:00,XRP,sell,1281562,0.062882,80948,0,CZK,Korekce trhu
2025-07-27 19:12:00,ATOM,buy,1273610,0.087392,-111303,0,CZK,Zisk
2025-07-28 20:46:00,ADA,sell,288914,0.069427,19924,0,CZK,Volatilita trhu
2025-07-28 12:53:00,ETH,buy,189840,0.091297,-17332,0,CZK,Automatický trade
2025-07-28 17:29:00,ATOM,sell,822070,0.032124,26772,0,CZK,Zisk
2025-07-28 19:36:00,ATOM,sell,289179,0.031495,9283,0,CZK,Optimalizace robota
2025-07-28 17:14:00,LINK,sell,1393450,0.084984,118750,0,CZK,Ztráta
2025-07-28 22:25:00,MATIC,buy,259602,0.051765,-13438,0,CZK,Optimalizace robota
2025-07-29 08:56:00,ETH,sell,79679,0.07964,6215,0,CZK,Zisk
2025-07-30 18:21:00,TRX,buy,953811,0.093832,-89498,0,CZK,Zisk
2025-07-30 15:53:00,DOGE,buy,149016,0.032749,-4880,0,CZK,Korekce trhu
2025-07-30 12:32:00,BTC,buy,1151731,0.024127,-27788,0,CZK,Stabilní růst
2025-07-30 08:52:00,DOT,buy,1119743,0.007188,-8049,0,CZK,Zisk
2025-07-30 09:54:00,ADA,sell,313179,0.023327,7247,0,CZK,Automatický trade
2025-07-30 16:53:00,LINK,sell,319948,0.005157,2036,0,CZK,Volatilita trhu
2025-07-31 15:29:00,LTC,buy,274919,0.036441,-10018,0,CZK,Automatický trade
2025-07-31 16:52:00,LTC,buy,1172671,0.025868,-30335,0,CZK,Ztráta
2025-07-31 15:52:00,DOT,sell,1343285,0.094791,127340,0,CZK,Automatický trade
2025-07-31 13:59:00,LINK,buy,956683,0.079536,-76091,0,CZK,Optimalizace robota
2025-07-31 15:26:00,AVAX,sell,1045907,0.036041,37642,0,CZK,Optimalizace robota
2025-08-01 20:24:00,LINK,buy,570679,0.050209,-28653,0,CZK,Automatický trade
2025-08-01 21:21:00,TRX,buy,289694,0.074868,-21689,0,CZK,Zisk
2025-08-01 15:15:00,TRX,buy,147838,0.080964,-11970,0,CZK,Volatilita trhu
2025-08-01 16:40:00,ATOM,buy,1431816,0.088083,-126119,0,CZK,Volatilita trhu
2025-08-01 17:10:00,ATOM,buy,857224,0.069442,-59527,0,CZK,Volatilita trhu
2025-08-01 12:52:00,DOT,sell,556054,0.07545,42066,0,CZK,Automatický trade
2025-08-02 16:52:00,LTC,sell,1486920,0.048237,71748,0,CZK,Volatilita trhu
2025-08-02 19:32:00,ADA,sell,1421561,0.079608,112990,0,CZK,Zisk
2025-08-02 22:21:00,LINK,sell,494814,0.047818,24001,0,CZK,Korekce trhu
2025-08-02 08:03:00,SOL,buy,1264810,0.040254,-50914,0,CZK,Korekce trhu
2025-08-02 17:33:00,LINK,sell,232719,0.093573,22164,0,CZK,Volatilita trhu
2025-08-03 08:40:00,BNB,sell,1134609,0.083162,94303,0,CZK,Optimalizace robota
2025-08-03 18:23:00,MATIC,sell,20229,0.047625,1310,0,CZK,Volatilita trhu
2025-08-03 12:43:00,ADA,sell,911204,0.084947,77717,0,CZK,Automatický trade
2025-08-03 13:31:00,LINK,buy,1319963,0.046781,-61749,0,CZK,Automatický trade
2025-08-03 13:10:00,BNB,sell,1204914,0.089276,107613,0,CZK,Automatický trade
2025-08-04 18:29:00,TRX,buy,703572,0.008197,-5767,0,CZK,Ztráta
2025-08-04 19:02:00,ATOM,buy,106264,0.048418,-5145,0,CZK,Stabilní růst
2025-08-04 15:20:00,SOL,sell,424963,0.004703,2131,0,CZK,Ztráta
2025-08-04 16:19:00,MATIC,sell,879237,0.020168,17870,0,CZK,Volatilita trhu
2025-08-05 14:07:00,DOT,sell,535681,0.096317,51672,0,CZK,Optimalizace robota
2025-08-05 14:02:00,ADA,sell,471407,0.027437,13041,0,CZK,Zisk
2025-08-05 16:29:00,ATOM,sell,659839,0.070259,46475,0,CZK,Automatický trade
2025-08-05 22:37:00,DOGE,buy,740401,0.018645,-13805,0,CZK,Stabilní růst
2025-08-06 16:05:00,BTC,buy,1147147,0.06941,-79623,0,CZK,Ztráta
2025-08-06 16:25:00,SOL,sell,267557,0.039526,10941,0,CZK,Optimalizace robota
2025-08-06 22:15:00,BTC,sell,1007525,0.044013,44163,0,CZK,Volatilita trhu
2025-08-07 13:11:00,TRX,sell,302170,0.095952,29179,0,CZK,Zisk
2025-08-07 20:49:00,BNB,sell,825371,0.060561,50113,0,CZK,Optimalizace robota
2025-08-07 09:22:00,MATIC,buy,44910,0.003037,-136,0,CZK,Korekce trhu
2025-08-07 22:09:00,TRX,sell,641752,0.088145,56763,0,CZK,Volatilita trhu
2025-08-07 22:33:00,LINK,buy,150380,0.002744,-413,0,CZK,Automatický trade
2025-08-07 08:50:00,AVAX,sell,1458346,0.075655,110686,0,CZK,Automatický trade
2025-08-08 17:53:00,BNB,sell,1397574,0.040936,57415,0,CZK,Automatický trade
2025-08-08 12:15:00,ADA,sell,933336,0.038635,36402,0,CZK,Korekce trhu
2025-08-08 19:48:00,LINK,sell,929612,0.092318,86129,0,CZK,Stabilní růst
2025-08-08 18:43:00,DOGE,buy,536741,0.088849,-47689,0,CZK,Ztráta
2025-08-08 22:02:00,BTC,sell,523544,0.077399,40656,0,CZK,Automatický trade
2025-08-08 12:54:00,TRX,buy,556591,0.094634,-52672,0,CZK,Volatilita trhu
2025-08-09 16:30:00,ADA,sell,1423020,0.089427,127349,0,CZK,Optimalizace robota
2025-08-09 17:49:00,BTC,buy,816407,0.041701,-34045,0,CZK,Zisk
2025-08-10 13:32:00,XRP,buy,1016829,0.028916,-29403,0,CZK,Zisk
2025-08-11 21:29:00,AVAX,sell,462306,0.028756,13160,0,CZK,Ztráta
2025-08-11 12:03:00,LINK,buy,858129,0.038335,-32896,0,CZK,Stabilní růst
2025-08-12 15:29:00,XRP,buy,428337,0.070899,-30369,0,CZK,Volatilita trhu
2025-08-12 12:45:00,MATIC,sell,109040,0.078191,8834,0,CZK,Volatilita trhu
2025-08-12 13:31:00,SOL,sell,601974,0.035219,21383,0,CZK,Optimalizace robota
2025-08-12 19:10:00,ETH,sell,604363,0.082081,49705,0,CZK,Automatický trade
2025-08-13 13:17:00,SOL,sell,334843,0.070423,23399,0,CZK,Korekce trhu
2025-08-13 09:01:00,XRP,buy,1395041,0.094162,-131360,0,CZK,Automatický trade
2025-08-14 22:23:00,ADA,sell,395237,0.019921,7702,0,CZK,Korekce trhu
2025-08-14 15:22:00,ATOM,buy,78519,0.090133,-7077,0,CZK,Stabilní růst
2025-08-14 08:17:00,ETH,buy,1288190,0.070876,-91302,0,CZK,Korekce trhu
2025-08-14 08:07:00,ATOM,sell,728724,0.007262,5578,0,CZK,Korekce trhu
2025-08-14 22:48:00,ADA,sell,1483742,0.067083,99619,0,CZK,Ztráta
2025-08-14 11:00:00,BNB,buy,866760,0.073011,-63283,0,CZK,Ztráta
2025-08-15 22:26:00,LINK,sell,1468080,0.022869,33927,0,CZK,Optimalizace robota
2025-08-16 13:19:00,MATIC,buy,631758,0.059092,-37332,0,CZK,Automatický trade
2025-08-16 08:35:00,BNB,sell,482032,0.02291,11360,0,CZK,Optimalizace robota
2025-08-16 12:45:00,AVAX,buy,1470521,0.017272,-25399,0,CZK,Optimalizace robota
2025-08-16 08:37:00,SOL,buy,1324749,0.011917,-15787,0,CZK,Stabilní růst
2025-08-16 19:04:00,LTC,sell,1325731,0.051955,68719,0,CZK,Stabilní růst
2025-08-17 08:48:00,XRP,sell,108933,0.061387,6596,0,CZK,Automatický trade
2025-08-17 16:45:00,TRX,sell,343114,0.019229,6718,0,CZK,Korekce trhu
2025-08-17 18:58:00,SOL,sell,391477,0.053232,20684,0,CZK,Stabilní růst
2025-08-17 20:21:00,ETH,sell,292404,0.075345,22310,0,CZK,Automatický trade
2025-08-17 22:49:00,DOT,buy,196925,0.076768,-15118,0,CZK,Ztráta
2025-08-18 13:22:00,LTC,buy,173969,0.040678,-7077,0,CZK,Volatilita trhu
2025-08-19 16:53:00,LINK,sell,337568,0.085796,29191,0,CZK,Optimalizace robota
2025-08-19 18:06:00,TRX,sell,714732,0.08062,57804,0,CZK,Ztráta
2025-08-19 21:33:00,ATOM,buy,823079,0.088738,-73038,0,CZK,Korekce trhu
2025-08-20 12:15:00,LINK,buy,342434,0.051541,-17649,0,CZK,Volatilita trhu
2025-08-20 19:34:00,MATIC,buy,277916,0.031269,-8690,0,CZK,Automatický trade
2025-08-20 22:15:00,XRP,sell,791095,0.035255,28138,0,CZK,Volatilita trhu
2025-08-21 11:22:00,DOT,sell,487812,0.039774,19728,0,CZK,Zisk
2025-08-21 19:00:00,ATOM,sell,964121,0.014034,13580,0,CZK,Optimalizace robota
2025-08-21 21:28:00,ADA,sell,1484321,0.081662,121203,0,CZK,Automatický trade
2025-08-21 22:27:00,BNB,sell,340660,0.020626,7048,0,CZK,Volatilita trhu
2025-08-21 13:40:00,LTC,sell,367909,0.067638,24727,0,CZK,Stabilní růst
2025-08-22 12:18:00,TRX,buy,370233,0.08565,-31710,0,CZK,Ztráta
2025-08-22 22:50:00,ATOM,buy,1439698,0.021401,-30811,0,CZK,Ztráta
2025-08-22 14:18:00,DOT,buy,1106041,0.007733,-8553,0,CZK,Automatický trade
2025-08-23 20:59:00,MATIC,sell,911123,0.054867,50338,0,CZK,Zisk
2025-08-23 11:40:00,BTC,buy,1492615,0.088175,-131611,0,CZK,Volatilita trhu
2025-08-24 21:33:00,MATIC,buy,200568,0.043772,-8779,0,CZK,Zisk
2025-08-25 09:42:00,BNB,buy,587055,0.019939,-11705,0,CZK,Ztráta
2025-08-25 22:51:00,BTC,sell,187338,0.016414,3395,0,CZK,Automatický trade
2025-08-25 08:44:00,LTC,buy,312799,0.056816,-17772,0,CZK,Volatilita trhu
2025-08-25 11:09:00,DOGE,sell,98968,0.087737,8644,0,CZK,Volatilita trhu
2025-08-25 11:12:00,XRP,buy,1171181,0.066197,-77529,0,CZK,Ztráta
2025-08-25 12:39:00,TRX,buy,50760,0.056329,-2859,0,CZK,Stabilní růst
2025-08-26 09:15:00,BNB,buy,388200,0.083662,-32478,0,CZK,Ztráta
2025-08-27 18:14:00,TRX,sell,1043401,0.049944,52357,0,CZK,Zisk
2025-08-27 18:28:00,SOL,sell,858629,0.071602,61370,0,CZK,Ztráta
2025-08-27 18:32:00,TRX,sell,1415927,0.001828,2544,0,CZK,Zisk
2025-08-27 13:17:00,TRX,sell,254884,0.030695,7706,0,CZK,Automatický trade
2025-08-27 20:04:00,DOGE,sell,449397,0.047588,21547,0,CZK,Volatilita trhu
2025-08-28 10:40:00,BTC,sell,866572,0.03468,30149,0,CZK,Zisk
2025-08-28 15:33:00,TRX,sell,1183860,0.069534,82243,0,CZK,Zisk
2025-08-28 16:07:00,XRP,buy,179263,0.045183,-8100,0,CZK,Optimalizace robota
2025-08-28 08:41:00,BTC,buy,1030334,0.044145,-45484,0,CZK,Stabilní růst
2025-08-28 16:42:00,BNB,buy,883467,0.025724,-22726,0,CZK,Zisk
2025-08-29 21:29:00,ADA,sell,460266,0.066356,30823,0,CZK,Automatický trade
2025-08-29 08:49:00,SOL,buy,1496439,0.002457,-3677,0,CZK,Ztráta
2025-08-30 08:29:00,BTC,sell,556219,0.015011,8258,0,CZK,Ztráta
2025-08-30 17:28:00,ETH,buy,424676,0.053741,-22823,0,CZK,Ztráta
2025-08-30 09:35:00,ATOM,buy,266409,0.060223,-16044,0,CZK,Ztráta
2025-08-31 11:56:00,TRX,buy,845551,0.009745,-8240,0,CZK,Korekce trhu
2025-08-31 17:08:00,DOGE,buy,581745,0.01137,-6614,0,CZK,Volatilita trhu
2025-08-31 22:21:00,ATOM,buy,1324461,0.09787,-129625,0,CZK,Automatický trade
2025-08-31 15:38:00,DOGE,sell,1342413,0.03847,51455,0,CZK,Volatilita trhu
2025-08-31 08:34:00,BNB,buy,1101827,0.045336,-49952,0,CZK,Optimalizace robota
2025-08-31 11:24:00,LTC,sell,1278805,0.039074,50259,0,CZK,Ztráta
2025-09-01 19:06:00,AVAX,sell,179024,0.083893,15245,0,CZK,Automatický trade
2025-09-01 15:26:00,ATOM,sell,117005,0.081374,9414,0,CZK,Automatický trade
2025-09-01 15:21:00,BTC,sell,206106,0.066716,14150,0,CZK,Automatický trade
2025-09-01 20:13:00,SOL,buy,1462734,0.014623,-21390,0,CZK,Automatický trade
2025-09-01 10:34:00,TRX,buy,739697,0.004912,-3633,0,CZK,Automatický trade
2025-09-02 22:12:00,DOGE,buy,1491639,0.040842,-60922,0,CZK,Stabilní růst
2025-09-03 20:38:00,BNB,buy,1223463,0.040657,-49742,0,CZK,Automatický trade
2025-09-03 14:57:00,LINK,sell,552773,0.016021,8867,0,CZK,Stabilní růst
2025-09-03 11:52:00,MATIC,buy,144265,0.028159,-4062,0,CZK,Zisk
2025-09-03 10:21:00,BNB,buy,127818,0.001414,-181,0,CZK,Stabilní růst
2025-09-03 16:33:00,XRP,buy,1395764,0.077614,-108331,0,CZK,Automatický trade
2025-09-04 19:44:00,BTC,sell,839785,0.009878,8398,0,CZK,Automatický trade
2025-09-04 20:17:00,ETH,sell,1285407,0.071715,92404,0,CZK,Korekce trhu
2025-09-05 11:25:00,ATOM,sell,1039834,0.004735,4974,0,CZK,Korekce trhu
2025-09-05 12:39:00,XRP,buy,1182904,0.073321,-86732,0,CZK,Korekce trhu
2025-09-06 13:25:00,ATOM,sell,365425,0.075271,27546,0,CZK,Zisk
2025-09-06 17:14:00,TRX,sell,849701,0.002361,2049,0,CZK,Automatický trade
2025-09-06 10:40:00,TRX,sell,656104,0.078508,51506,0,CZK,Korekce trhu
2025-09-07 16:57:00,DOGE,sell,835610,0.077883,65019,0,CZK,Volatilita trhu
2025-09-07 08:57:00,SOL,sell,329784,0.08661,28790,0,CZK,Optimalizace robota
2025-09-07 16:49:00,ADA,buy,819219,0.016466,-13489,0,CZK,Optimalizace robota
2025-09-07 15:47:00,TRX,sell,648240,0.070244,45841,0,CZK,Ztráta
2025-09-07 15:19:00,MATIC,buy,1367654,0.02122,-29022,0,CZK,Automatický trade
2025-09-07 09:08:00,AVAX,buy,1400769,0.075658,-105979,0,CZK,Automatický trade
2025-09-08 13:44:00,BTC,buy,320706,0.086807,-27840,0,CZK,Automatický trade
2025-09-08 21:43:00,ATOM,sell,668661,0.051082,34498,0,CZK,Volatilita trhu
2025-09-08 16:25:00,DOT,buy,140159,0.067185,-9417,0,CZK,Ztráta
2025-09-08 14:58:00,XRP,buy,849421,0.006697,-5689,0,CZK,Stabilní růst
2025-09-08 22:24:00,ETH,buy,868709,0.09955,-86480,0,CZK,Automatický trade
2025-09-09 08:18:00,BTC,sell,21179,0.067628,1720,0,CZK,Zisk
2025-09-09 14:24:00,BTC,buy,1028379,0.045234,-46518,0,CZK,Korekce trhu
2025-09-09 08:15:00,ATOM,sell,861383,0.055753,47966,0,CZK,Korekce trhu
2025-09-09 18:44:00,ADA,buy,100953,0.070124,-7079,0,CZK,Stabilní růst
2025-09-09 08:01:00,MATIC,sell,195468,0.054311,10684,0,CZK,Zisk
2025-09-09 11:57:00,XRP,sell,1261416,0.015459,19806,0,CZK,Stabilní růst
2025-09-10 18:19:00,XRP,buy,505717,0.067776,-34275,0,CZK,Automatický trade
2025-09-10 20:20:00,DOGE,buy,677460,0.072209,-48919,0,CZK,Volatilita trhu
2025-09-10 20:31:00,SOL,sell,254678,0.019623,4957,0,CZK,Korekce trhu
2025-09-10 17:58:00,TRX,sell,893158,0.063583,56745,0,CZK,Ztráta
2025-09-10 15:18:00,ATOM,sell,757436,0.067542,51008,0,CZK,Optimalizace robota
2025-09-11 18:54:00,DOGE,sell,95495,0.063044,5887,0,CZK,Ztráta
2025-09-11 19:28:00,SOL,buy,370429,0.048524,-17975,0,CZK,Volatilita trhu
2025-09-11 22:44:00,LINK,sell,178566,0.050557,9256,0,CZK,Korekce trhu
2025-09-12 09:26:00,SOL,sell,1023521,0.050269,51508,0,CZK,Zisk
2025-09-12 10:53:00,SOL,sell,1276073,0.065351,83588,0,CZK,Zisk
2025-09-12 16:41:00,BNB,sell,884791,0.043259,38242,0,CZK,Stabilní růst
2025-09-13 13:30:00,LINK,buy,1327639,0.010608,-14084,0,CZK,Korekce trhu
2025-09-14 20:13:00,ETH,buy,828769,0.033023,-27368,0,CZK,Ztráta
2025-09-14 13:06:00,DOGE,buy,1491977,0.031022,-46284,0,CZK,Zisk
2025-09-15 15:33:00,BTC,sell,665331,0.048873,32758,0,CZK,Korekce trhu
2025-09-15 14:30:00,BTC,sell,1449456,0.090938,132054,0,CZK,Stabilní růst
2025-09-15 12:59:00,DOGE,buy,584146,0.0635,-37093,0,CZK,Stabilní růst
2025-09-15 17:42:00,LTC,buy,1417697,0.083838,-118857,0,CZK,Ztráta
2025-09-16 15:48:00,BTC,buy,1363562,0.094038,-128227,0,CZK,Volatilita trhu
2025-09-16 11:56:00,SOL,buy,1320300,0.044936,-59329,0,CZK,Stabilní růst
2025-09-16 11:14:00,ATOM,sell,558552,0.050982,28749,0,CZK,Korekce trhu
2025-09-17 18:13:00,BTC,sell,1473982,0.053977,79788,0,CZK,Volatilita trhu
2025-09-17 21:46:00,DOGE,sell,1242336,0.064194,79592,0,CZK,Volatilita trhu
2025-09-17 16:11:00,ETH,sell,611120,0.071411,43743,0,CZK,Korekce trhu
2025-09-17 14:18:00,AVAX,sell,190536,0.012596,2758,0,CZK,Automatický trade
2025-09-17 21:06:00,AVAX,buy,530479,0.05828,-30916,0,CZK,Automatický trade
2025-09-17 12:35:00,MATIC,buy,820360,0.094103,-77198,0,CZK,Optimalizace robota
2025-09-18 15:23:00,DOT,sell,137948,0.063769,9001,0,CZK,Automatický trade
2025-09-18 09:02:00,AVAX,buy,1125821,0.084494,-95125,0,CZK,Zisk
2025-09-18 21:50:00,ETH,buy,1429498,0.029253,-41817,0,CZK,Zisk
2025-09-18 14:24:00,ETH,sell,1237648,0.041565,51757,0,CZK,Volatilita trhu
2025-09-18 22:40:00,LTC,buy,535218,0.003316,-1775,0,CZK,Automatický trade
2025-09-19 10:44:00,LTC,sell,250532,0.078997,20002,0,CZK,Korekce trhu
2025-09-20 11:52:00,DOGE,buy,253432,0.083396,-21135,0,CZK,Stabilní růst
2025-09-20 21:27:00,DOT,buy,371329,0.055348,-20552,0,CZK,Korekce trhu
2025-09-20 16:43:00,ATOM,sell,1466231,0.055461,81188,0,CZK,Volatilita trhu
2025-09-21 22:54:00,TRX,buy,749569,0.004729,-3545,0,CZK,Stabilní růst
2025-09-21 21:06:00,XRP,sell,112698,0.049149,5613,0,CZK,Volatilita trhu
2025-09-22 15:33:00,MATIC,sell,1178610,0.06314,74773,0,CZK,Ztráta
2025-09-22 21:38:00,XRP,buy,389368,0.079564,-30980,0,CZK,Volatilita trhu
2025-09-22 10:11:00,AVAX,buy,921814,0.097091,-89500,0,CZK,Volatilita trhu
2025-09-23 15:33:00,ETH,sell,594890,0.037496,22679,0,CZK,Korekce trhu
2025-09-23 22:02:00,SOL,buy,1129710,0.093925,-106108,0,CZK,Stabilní růst
2025-09-23 17:31:00,SOL,sell,559697,0.077133,43435,0,CZK,Ztráta
2025-09-23 16:03:00,ETH,sell,169351,0.068409,11636,0,CZK,Korekce trhu
2025-09-23 22:58:00,LTC,sell,897660,0.013017,11634,0,CZK,Automatický trade
2025-09-23 22:11:00,BTC,sell,1019193,0.053789,55188,0,CZK,Korekce trhu
2025-09-24 17:36:00,BNB,buy,1431964,0.029815,-42694,0,CZK,Optimalizace robota
2025-09-24 13:42:00,DOT,sell,808850,0.03488,28526,0,CZK,Volatilita trhu
2025-09-24 18:45:00,ADA,sell,1062378,0.021184,22344,0,CZK,Zisk
2025-09-24 17:41:00,DOT,buy,502479,0.074812,-37591,0,CZK,Automatický trade
2025-09-24 14:19:00,ADA,sell,502391,0.078568,39804,0,CZK,Volatilita trhu
2025-09-25 10:29:00,ADA,sell,920810,0.028998,27002,0,CZK,Stabilní růst
2025-09-25 10:46:00,BTC,sell,1296697,0.004876,6259,0,CZK,Korekce trhu
2025-09-25 08:26:00,BNB,sell,1131021,0.007442,8404,0,CZK,Stabilní růst
2025-09-25 18:48:00,MATIC,sell,291002,0.076272,22284,0,CZK,Ztráta
2025-09-25 13:30:00,DOGE,sell,158518,0.036326,6078,0,CZK,Zisk
2025-09-26 22:17:00,ATOM,buy,1048469,0.039504,-41419,0,CZK,Optimalizace robota
2025-09-26 08:54:00,TRX,buy,263606,0.095729,-25235,0,CZK,Ztráta
2025-09-26 22:33:00,TRX,sell,1404412,0.005643,8246,0,CZK,Korekce trhu
2025-09-26 15:50:00,AVAX,buy,264694,0.09735,-25768,0,CZK,Automatický trade
2025-09-26 10:40:00,ATOM,sell,343705,0.098738,34081,0,CZK,Volatilita trhu
2025-09-27 11:17:00,TRX,buy,1674,0.044794,-75,0,CZK,Volatilita trhu
2025-09-27 08:13:00,DOGE,sell,313142,0.055267,17505,0,CZK,Ztráta
2025-09-27 17:31:00,DOGE,buy,654843,0.085457,-55961,0,CZK,Ztráta
2025-09-28 15:36:00,XRP,sell,1245337,0.0174,22065,0,CZK,Automatický trade
2025-09-28 18:56:00,MATIC,sell,369435,0.033917,12820,0,CZK,Volatilita trhu
2025-09-28 16:56:00,LINK,buy,1029983,0.096858,-99762,0,CZK,Ztráta
2025-09-28 14:45:00,DOT,buy,893065,0.0398,-35544,0,CZK,Optimalizace robota
2025-09-28 16:14:00,ETH,buy,865919,0.068184,-59042,0,CZK,Zisk
2025-09-29 21:50:00,SOL,sell,199874,0.05599,11514,0,CZK,Korekce trhu
2025-09-30 20:05:00,TRX,buy,145522,0.009878,-1437,0,CZK,Zisk
2025-09-30 22:41:00,ADA,sell,615826,0.090629,55914,0,CZK,Automatický trade
2025-09-30 16:19:00,ATOM,sell,144166,0.073904,11027,0,CZK,Optimalizace robota
2025-10-01 11:36:00,ATOM,sell,680389,0.090095,61491,0,CZK,Zisk
2025-10-01 12:52:00,XRP,buy,468296,0.028563,-13376,0,CZK,Korekce trhu
2025-10-01 11:00:00,LTC,buy,967023,0.099889,-96595,0,CZK,Stabilní růst
2025-10-01 13:37:00,BTC,buy,1227052,0.065114,-79898,0,CZK,Volatilita trhu
2025-10-01 19:17:00,TRX,sell,1498311,0.09401,140855,0,CZK,Zisk
2025-10-02 22:07:00,ADA,buy,1465734,0.077154,-113087,0,CZK,Optimalizace robota
2025-10-02 13:43:00,DOGE,sell,880926,0.074932,65890,0,CZK,Korekce trhu
2025-10-02 12:44:00,BNB,buy,712361,0.029476,-20998,0,CZK,Automatický trade
2025-10-02 15:25:00,XRP,buy,457065,0.033287,-15214,0,CZK,Korekce trhu
2025-10-02 14:07:00,TRX,sell,1024465,0.076788,78652,0,CZK,Ztráta
2025-10-03 14:34:00,ADA,buy,1050575,0.03488,-36644,0,CZK,Stabilní růst
2025-10-03 10:33:00,MATIC,buy,555618,0.002836,-1576,0,CZK,Automatický trade
2025-10-03 20:38:00,BTC,buy,164841,0.025313,-4173,0,CZK,Korekce trhu
2025-10-03 11:38:00,ETH,sell,46317,0.044597,2115,0,CZK,Ztráta
2025-10-03 18:53:00,DOT,sell,1274567,0.057018,72562,0,CZK,Volatilita trhu
2025-10-04 15:06:00,DOGE,sell,377791,0.072261,27569,0,CZK,Zisk
2025-10-04 20:27:00,SOL,sell,911827,0.038016,34878,0,CZK,Zisk
2025-10-04 13:56:00,BTC,buy,962356,0.001108,-1066,0,CZK,Stabilní růst
2025-10-04 08:44:00,SOL,sell,1171471,0.090393,106180,0,CZK,Korekce trhu
2025-10-04 14:20:00,DOGE,sell,58592,0.086919,4922,0,CZK,Stabilní růst
2025-10-05 17:27:00,ATOM,buy,565743,0.039154,-22151,0,CZK,Zisk
2025-10-05 10:42:00,LTC,sell,969763,0.065316,63581,0,CZK,Ztráta
2025-10-05 14:33:00,AVAX,buy,818714,0.052936,-43339,0,CZK,Stabilní růst
2025-10-05 22:20:00,BTC,buy,210061,0.070645,-14840,0,CZK,Automatický trade
2025-10-05 19:10:00,LINK,sell,9607,0.037962,266,0,CZK,Korekce trhu
2025-10-06 21:42:00,ATOM,buy,1243310,0.007032,-8743,0,CZK,Zisk
2025-10-06 22:29:00,TRX,sell,938561,0.027597,26210,0,CZK,Stabilní růst
2025-10-07 12:15:00,MATIC,sell,663210,0.015126,10051,0,CZK,Zisk
2025-10-07 17:18:00,MATIC,buy,284676,0.087136,-24806,0,CZK,Zisk
2025-10-07 20:15:00,BNB,buy,1431515,0.015852,-22692,0,CZK,Automatický trade
2025-10-07 21:31:00,ATOM,sell,1337359,0.022895,30786,0,CZK,Stabilní růst
2025-10-08 13:22:00,SOL,sell,342713,0.028244,9595,0,CZK,Volatilita trhu
2025-10-08 14:48:00,ETH,sell,1265565,0.059839,75818,0,CZK,Automatický trade
2025-10-08 21:51:00,BNB,sell,1390303,0.069261,96394,0,CZK,Ztráta
2025-10-08 20:01:00,AVAX,sell,648346,0.097876,63553,0,CZK,Automatický trade
2025-10-08 14:47:00,DOT,buy,400314,0.04229,-16929,0,CZK,Zisk
2025-10-09 08:27:00,AVAX,buy,533967,0.007502,-4006,0,CZK,Automatický trade
2025-10-09 12:19:00,DOGE,sell,678580,0.042299,28737,0,CZK,Automatický trade
2025-10-09 10:07:00,AVAX,buy,154935,0.06377,-9880,0,CZK,Ztráta
2025-10-09 17:32:00,MATIC,buy,804696,0.006012,-4838,0,CZK,Optimalizace robota
2025-10-09 15:25:00,ETH,sell,66720,0.026444,1600,0,CZK,Volatilita trhu
2025-10-10 10:03:00,SOL,buy,852453,0.072922,-62163,0,CZK,Stabilní růst
2025-10-10 08:14:00,SOL,buy,555459,0.00254,-1411,0,CZK,Korekce trhu
2025-10-10 20:57:00,ATOM,sell,1380680,0.058284,80573,0,CZK,Ztráta
2025-10-10 21:11:00,ATOM,sell,377409,0.073049,27721,0,CZK,Ztráta
2025-10-11 11:03:00,DOT,buy,1275743,0.035776,-45641,0,CZK,Zisk
2025-10-12 22:39:00,DOT,sell,76754,0.095049,7676,0,CZK,Optimalizace robota
